4.000000,0.002911,0.002211,0.000295,0.000700,0.000221,0.002101,0.000111,0.000811,0.000553,0.001253,0.000626,0.000811,0.000442,0.000921,0.000553,0.000811,0.001032,0.005454,0.002174,0.003096,0.001695,0.004496,0.001437,0.003722,0.001732,0.005380,0.009508,0.003759,0.004017,0.004606,0.006707,0.004238,0.004385,0.014593,0.002211,0.034972,0.001400,0.015736,0.002580,0.034382,0.001032,0.002653,0.003022,0.003796,0.002469,0.001843,0.001695,0.003685,0.002616,0.008402,0.006338,0.012640,0.004422,0.006670,0.005601,0.009065,0.004091,0.687942,0.084011,0.272214,0.043374
0.000000,0.000256,0.000347,0.000077,0.000800,0.000063,0.000492,0.000116,0.000718,0.000043,0.000251,0.000362,0.000458,0.000342,0.000323,0.000338,0.000391,0.000371,0.003370,0.000511,0.002720,0.000569,0.003346,0.000482,0.002773,0.000511,0.005540,0.006939,0.004600,0.005849,0.005256,0.006900,0.004904,0.006211,0.016635,0.001548,0.012865,0.001119,0.016828,0.001529,0.012643,0.001365,0.001673,0.001596,0.001726,0.001456,0.001577,0.001591,0.001794,0.001538,0.006292,0.001350,0.006982,0.001784,0.005733,0.001268,0.007103,0.001871,0.744443,0.015602,0.009174,0.079464
3.000000,0.012206,0.003215,0.000151,0.001721,0.000333,0.002893,0.000355,0.001323,0.000505,0.000710,0.000452,0.000538,0.000667,0.000613,0.000473,0.000613,0.000645,0.005657,0.001290,0.005764,0.001226,0.004732,0.000742,0.006001,0.000688,0.006829,0.010485,0.010765,0.008668,0.008754,0.009152,0.010937,0.009055,0.013894,0.002753,0.024035,0.002871,0.015647,0.002732,0.022078,0.003226,0.003162,0.002527,0.003420,0.003248,0.003000,0.002516,0.002785,0.003463,0.014647,0.005431,0.011905,0.004517,0.013367,0.005764,0.011518,0.004398,0.626339,0.066736,0.154795,0.062599
4.000000,0.005225,0.003600,0.000483,0.003952,0.000088,0.004654,0.000351,0.003952,0.000176,0.001054,0.001361,0.000702,0.000746,0.001273,0.001098,0.000702,0.000746,0.002898,0.002766,0.003732,0.001229,0.003732,0.002064,0.004083,0.001229,0.002810,0.008079,0.008298,0.003249,0.004391,0.008166,0.007420,0.003600,0.008123,0.000527,0.030998,0.001317,0.006849,0.002107,0.029549,0.001405,0.001976,0.001932,0.002195,0.002503,0.002371,0.002986,0.003644,0.003776,0.010537,0.006893,0.009967,0.003820,0.010625,0.008386,0.012206,0.003161,0.397041,0.079031,0.267665,0.337197
1.000000,0.002380,0.001281,0.000116,0.000901,0.000017,0.001364,0.000074,0.000983,0.000050,0.000074,0.000314,0.000273,0.000264,0.000124,0.000198,0.000198,0.000165,0.002545,0.000322,0.002273,0.000430,0.002339,0.000355,0.002355,0.000289,0.004686,0.007835,0.004198,0.005587,0.004380,0.007587,0.004471,0.005438,0.015041,0.000752,0.019669,0.000653,0.015736,0.000826,0.020198,0.000826,0.001678,0.001430,0.002091,0.001438,0.001736,0.001306,0.001983,0.001364,0.006157,0.001298,0.007281,0.001595,0.005967,0.001273,0.006860,0.001843,0.789264,0.033426,0.026420,0.027868
1.000000,0.000149,0.000217,0.000122,0.000271,0.000014,0.000176,0.000081,0.000258,0.000095,0.000407,0.000122,0.000326,0.000312,0.000448,0.000326,0.000489,0.000366,0.005971,0.000380,0.004207,0.000204,0.005727,0.000366,0.004451,0.000271,0.006867,0.005863,0.006867,0.005550,0.006514,0.006053,0.007097,0.006080,0.015633,0.001846,0.017791,0.001086,0.016312,0.001832,0.017466,0.001330,0.001954,0.002402,0.002049,0.002388,0.001968,0.002198,0.002063,0.002239,0.010558,0.002918,0.011359,0.002348,0.010124,0.002592,0.011223,0.002443,0.751289,0.033425,0.025434,0.027942
4.000000,0.017763,0.008628,0.000846,0.008865,0.001049,0.008594,0.001015,0.010049,0.001353,0.002368,0.001590,0.001556,0.001421,0.001590,0.002030,0.001861,0.002098,0.007985,0.002910,0.006293,0.001962,0.007511,0.002673,0.007275,0.002470,0.004263,0.012248,0.006530,0.004737,0.004128,0.010726,0.008256,0.005211,0.013466,0.001489,0.036914,0.000778,0.013534,0.001590,0.034207,0.001083,0.002774,0.002707,0.003891,0.002605,0.002673,0.002605,0.004568,0.003587,0.012688,0.011098,0.013162,0.007207,0.011301,0.011673,0.013230,0.007410,0.405041,0.081172,0.267469,0.210861
1.000000,0.032298,0.000821,0.000137,0.002631,0.000061,0.000578,0.000182,0.002798,0.000076,0.000228,0.000228,0.000274,0.000076,0.000198,0.000228,0.000380,0.000213,0.003254,0.000319,0.003619,0.000167,0.003878,0.000274,0.004471,0.000213,0.004060,0.004851,0.005672,0.003117,0.003999,0.004440,0.005413,0.003437,0.013214,0.001262,0.019829,0.001490,0.013975,0.001277,0.018567,0.001901,0.001779,0.002235,0.002418,0.002828,0.001840,0.001992,0.002372,0.002828,0.012180,0.002798,0.010234,0.002220,0.010964,0.002828,0.010249,0.001840,0.729479,0.033308,0.024909,0.034807
2.000000,0.030062,0.000230,0.000184,0.001917,0.000046,0.000414,0.000092,0.001779,0.000261,0.000261,0.000261,0.000506,0.000475,0.000322,0.000475,0.000230,0.000291,0.003926,0.000736,0.002883,0.000567,0.003129,0.000460,0.003114,0.000598,0.003742,0.006411,0.004555,0.004110,0.003681,0.005828,0.005153,0.004279,0.012516,0.001503,0.018467,0.001288,0.013405,0.001350,0.019295,0.001181,0.001626,0.001258,0.002055,0.001825,0.001672,0.001365,0.002086,0.001856,0.006779,0.002546,0.007577,0.002515,0.006519,0.003681,0.006902,0.002224,0.762220,0.050419,0.075143,0.025307
0.000000,0.001024,0.000726,0.000102,0.001362,0.000120,0.000704,0.000090,0.001238,0.000143,0.000406,0.000410,0.000591,0.000459,0.000380,0.000316,0.000297,0.000557,0.002819,0.000497,0.002759,0.000644,0.002766,0.000508,0.002743,0.000538,0.008136,0.005231,0.007034,0.008208,0.008787,0.004700,0.006785,0.009013,0.024398,0.001844,0.014771,0.001471,0.024955,0.001569,0.015768,0.001438,0.002943,0.002770,0.002153,0.002307,0.003041,0.002838,0.001893,0.002228,0.009446,0.001874,0.009141,0.002171,0.009386,0.001814,0.008547,0.001904,0.733355,0.016341,0.008892,0.035880
