1.000000,0.022058,0.011263,0.000571,0.006980,0.000491,0.011309,0.000491,0.006797,0.000411,0.000286,0.000286,0.000457,0.000297,0.000274,0.000194,0.000286,0.000377,0.000685,0.000103,0.000651,0.000331,0.000571,0.000228,0.000525,0.000388,0.001851,0.000834,0.000731,0.002559,0.001268,0.001028,0.001097,0.001359,0.009116,0.000411,0.004535,0.000605,0.007368,0.000377,0.004752,0.000788,0.001679,0.001062,0.001005,0.000971,0.001668,0.001359,0.000994,0.001119,0.004455,0.001634,0.003815,0.002810,0.004272,0.001839,0.003724,0.003290,0.473144,0.027353,0.020015,0.386169
3.000000,0.015928,0.002701,0.000143,0.001675,0.000165,0.002844,0.000143,0.001797,0.000165,0.000143,0.000143,0.000088,0.000154,0.000121,0.000121,0.000143,0.000165,0.001598,0.000198,0.002304,0.000408,0.001378,0.000265,0.001896,0.000375,0.003726,0.002524,0.003042,0.003726,0.003748,0.002348,0.003340,0.004034,0.016347,0.000926,0.010957,0.001257,0.017493,0.000838,0.011045,0.001400,0.002866,0.002535,0.001764,0.002138,0.002491,0.002271,0.001775,0.002072,0.008929,0.002370,0.006955,0.003009,0.008686,0.002028,0.007154,0.003208,0.784943,0.067237,0.158490,0.032992
1.000000,0.006648,0.001140,0.000233,0.000700,0.000156,0.000661,0.000207,0.000855,0.000272,0.000428,0.000311,0.000311,0.000285,0.000246,0.000168,0.000428,0.000415,0.002605,0.000492,0.003771,0.000492,0.002916,0.000713,0.004251,0.000479,0.006946,0.006169,0.009525,0.004406,0.007452,0.006713,0.009590,0.005041,0.015227,0.001050,0.019568,0.001555,0.015551,0.000816,0.018817,0.001257,0.001724,0.002177,0.001866,0.002683,0.001490,0.002164,0.001905,0.002773,0.009616,0.001737,0.007750,0.001581,0.009279,0.001464,0.007776,0.001788,0.757921,0.033467,0.025601,0.025439
1.000000,0.010614,0.012250,0.000425,0.005563,0.000291,0.012589,0.000338,0.005271,0.000448,0.001046,0.001196,0.001007,0.001275,0.001188,0.001322,0.001101,0.001243,0.005248,0.002754,0.005783,0.002455,0.004854,0.002360,0.005287,0.002069,0.010606,0.007954,0.010197,0.011794,0.009717,0.005869,0.009449,0.011400,0.024972,0.002101,0.032006,0.002195,0.024980,0.002054,0.034996,0.002172,0.003124,0.002880,0.002533,0.003068,0.003100,0.002801,0.002439,0.002856,0.008489,0.007561,0.007946,0.007160,0.009426,0.007710,0.007238,0.006271,0.474862,0.031354,0.019881,0.150094
3.000000,0.015855,0.001964,0.000182,0.001491,0.000315,0.001600,0.000242,0.001370,0.000315,0.000194,0.000242,0.000109,0.000158,0.000242,0.000255,0.000158,0.000121,0.002388,0.000267,0.002521,0.000376,0.001515,0.000327,0.002800,0.000436,0.005491,0.004545,0.004473,0.003685,0.004776,0.003588,0.004655,0.004776,0.016933,0.000994,0.016255,0.001224,0.017079,0.000945,0.016327,0.001430,0.002036,0.002424,0.002097,0.002352,0.002036,0.002291,0.002230,0.002388,0.008873,0.003285,0.008158,0.003685,0.008521,0.003236,0.007721,0.003382,0.765758,0.067341,0.157979,0.026909
0.000000,0.004900,0.000766,0.000369,0.001659,0.000163,0.000560,0.000496,0.001567,0.000269,0.000227,0.000305,0.000638,0.000284,0.000149,0.000411,0.000390,0.000355,0.003318,0.000298,0.003205,0.000404,0.003453,0.000284,0.003290,0.000191,0.004389,0.006119,0.005070,0.005424,0.003949,0.005928,0.005481,0.005176,0.011175,0.001170,0.015372,0.001262,0.011600,0.001078,0.015564,0.001418,0.002113,0.001716,0.001964,0.002290,0.002156,0.001744,0.001879,0.002163,0.008707,0.002304,0.007963,0.002014,0.008778,0.002382,0.007778,0.001836,0.790561,0.016550,0.010342,0.023526
1.000000,0.004260,0.000255,0.000211,0.000607,0.000047,0.000261,0.000181,0.000466,0.000084,0.000215,0.000191,0.000265,0.000188,0.000111,0.000204,0.000204,0.000204,0.002588,0.000396,0.003479,0.000657,0.002567,0.000201,0.002976,0.000463,0.005785,0.005457,0.005923,0.004646,0.005701,0.005132,0.005913,0.005018,0.008031,0.000831,0.009613,0.001116,0.007974,0.000798,0.009418,0.001163,0.001146,0.001264,0.001284,0.001381,0.001331,0.001451,0.001170,0.001347,0.006224,0.001223,0.005815,0.001116,0.006372,0.001374,0.005886,0.000999,0.837195,0.033566,0.027715,0.019625
3.000000,0.013096,0.001717,0.000080,0.002993,0.000115,0.001908,0.000070,0.003485,0.000075,0.000296,0.000266,0.000141,0.000181,0.000221,0.000251,0.000271,0.000306,0.004278,0.000432,0.004273,0.000532,0.004343,0.000362,0.004303,0.000387,0.007030,0.005308,0.005142,0.005503,0.007035,0.005282,0.005056,0.005619,0.012252,0.001531,0.010640,0.001531,0.012548,0.001567,0.010374,0.001597,0.001516,0.001667,0.001356,0.001421,0.001321,0.001577,0.001351,0.001366,0.007196,0.001311,0.007276,0.001883,0.007115,0.001511,0.007527,0.001923,0.790165,0.067456,0.158597,0.020120
0.000000,0.002281,0.000228,0.000040,0.000282,0.000027,0.000174,0.000000,0.000228,0.000121,0.000161,0.000067,0.000148,0.000376,0.000107,0.000107,0.000094,0.000456,0.003059,0.000362,0.003569,0.000362,0.002589,0.000456,0.003327,0.000201,0.006238,0.005366,0.009445,0.004843,0.006051,0.003488,0.010223,0.004535,0.014087,0.001409,0.014623,0.001207,0.014073,0.001087,0.015522,0.001395,0.001462,0.001932,0.001570,0.002603,0.001731,0.002093,0.001503,0.002723,0.008881,0.002267,0.007204,0.002428,0.009109,0.001932,0.006681,0.002294,0.792683,0.016636,0.010400,0.018487
4.000000,0.009911,0.002857,0.001920,0.003438,0.000402,0.002917,0.001726,0.003378,0.000387,0.000208,0.000387,0.000223,0.000313,0.000119,0.000387,0.000313,0.000298,0.020268,0.000982,0.002485,0.000789,0.019821,0.000833,0.003051,0.000580,0.003229,0.004673,0.005952,0.004509,0.003661,0.004479,0.004658,0.005208,0.011548,0.001012,0.017098,0.001563,0.011696,0.001012,0.017292,0.001696,0.001443,0.001190,0.001280,0.001458,0.001399,0.001101,0.001265,0.001577,0.006176,0.002188,0.003854,0.002143,0.005372,0.002381,0.003854,0.001577,0.563720,0.081004,0.270047,0.220744
